,Text,label
158," La Generalitat de Catalunya ha alertado hoy de que está creciendo el número de extranjeros que no han podido regularizar su estancia en España, al haber llegado a lo largo de los últimos meses y no disponer de un contrato de trabajo de como mínimo un año",REAL
159," La globalización y la entrada de inversores extranjeros continúan siendo tendencia en el sector cerámico español, cuya producción se concentra casi en su mayoría en la provincia de Castellón. De nuevo, es el grupo británico Victoria PLC, fabricante de al",REAL
160," La gran estrella de la música ranchera Vicente Fernández rechazó recibir un trasplante de hígado por si el donante era ""homosexual o drogadicto"". Así lo comentó en una entrevista en el programa Primera mano, de la cadena Imagen Televisión. ""Estando en Ho",REAL
161," La historia se repite en el Ayuntamiento de Alicante. Después de un ejercicio -el de 2017- con un superávit de 43 millones de euros , en el que el tripartito (PSOE, Guanyar y Compromís) apenas ejecutó un 20% de las inversiones previstas, el nuevo equipo ",REAL
162," La incertidumbre del Brexit ha provocado que el producto interior bruto (PIB) del Reino Unido cayera un 0,2 % entre abril y junio, tras haber crecido un 0,5 % en el primer trimestre del año, informó este viernes la Oficina Nacional de Estadísticas (ONS).",REAL
163," La investigación se centra en las últimas jornadas de Primera y Segunda de la temporada que acaba de concluir.  Los detenidos utilizaban a familiares para apostar, uno de los investigados en el padre de Carlos Aranda.  ",REAL
164," La meta del Acuerdo de París de mantener el calentamiento global muy por debajo de 2 grados no podrá lograrse sin cambios en el uso global del suelo, lo que está ligado al modo en que producimos alimentos, ha advertido este jueves un informe de la ONU, q",REAL
165," La ministra de Educación en funciones y diputada por Álava Isabel Celaá ha anclado la candidatura de Maider Etxebarria en el proyecto socialdemócrata del PSOE para pedir a los vitorianos que repitan su apoyo a los socialistas vascos. ""Somos la socialdemo",REAL
166," La noche del domingo al lunes ha sido de todo menos tranquila en el barrio ceutí del Príncipe . En mitad de la madrugada, dos personas se han enzarzado en un tiroteo en medio de la calle, en presencia, incluso de menores, informa El Faro de Ceuta, que es",REAL
167," La Organización Mundial de la Salud señala a Campisábalos, en la Sierra Norte de Guadalajara, como el pueblo con el aire más limpio de España y el tercero del mundo. Sólo le superan Muonio, en Finlandia, y Norman Wells, en Canadá. No éramos consciente de",REAL
168," La Policía alemana investiga las muertes de cinco personas, tres de ellas halladas el sábado en una pensión de Baviera atravesadas por flechas disparadas por una ballesta y las otras dos aparecidas hoy sin vida en la vivienda de una de las víctimas de ha",REAL
169," La Policía ha detenido en Madrid a Kreshink Farruku, el peligroso presunto líder de un clan dedicado al tráfico internacional de cocaína y a asaltos a gran escala que tenía una orden europea de detención dictada por Italia desde 2018 y a quien la policía",REAL
170," La Policía norirlandesa (PSNI) ha informado este jueves de que ha detenido a cuatro personas en relación con la muerte de la periodista Lyra McKee , asesinada en abril por el grupo terrorista disidente Nuevo IRA en la ciudad de Derry , en el noroeste de ",REAL
171," La prohibición de anunciarse en el metro indigna a científicos y a la industria del sector «Es una auténtica barbaridad». Rafael Garcés, director del Instituto de la Grasa del CSIC, apenas puede contener su indignación tras conocer que el Metro de Londre",FAKE
172," La prohibición de anunciarse en el metro indigna a científicos y a la industria del sector CAIB «Es una auténtica barbaridad». Rafael Garcés, director del Instituto de la Grasa del CSIC, apenas puede contener su indignación tras conocer que el Metro de L",FAKE
173," La renta ""estará exenta de controles y obligaciones invasivas o humillantes"" El nicho de voto de los inmigrantes tiene cabida para los ilegales, o al menos eso se piensan los despistados líderes de Podemos , que acaban de registrar una delirante iniciati",FAKE
174," La sede del Partido Popular en Badalona ha amanecido manchada de pintura amarilla y violeta y envuelta de lemas como ""Fuera Fascismo. Franco ha muerto"", ""Fuera PP"" o ""Albiol racista"" tras la primera noche de campaña electoral, según ha denunciado el ex a",REAL
175," La Térmica, centro de cultura contemporánea de la Diputación de Málaga, acoge nuevas conferencias dentro de su programación de actividades y recibe del 14 al 17 de mayo a la filósofa y poeta Chantal Maillard; a la profesora de Ciencia Política Paloma de ",REAL
176," La vicesecretaria general del PSOE, Adriana Lastra, durante una conferencia de prensa, este miércoles 8 de mayo. Rodrigo Jiménez EFE El PSOE no ha ofrecido a los independentistas un puesto en la Mesa del Congreso a cambio de su apoyo en la investidura de",REAL
177," Las fuerzas de seguridad del Reino Unido han advertido este fin de semana la existencia de amenazas de ataques en playas de Canarias y del resto de España este verano por terroristas suicidas . Se achaca este plan a la diabólica Samantha Lewthwaite, cono",FAKE
178, Las protestas contra la construcción del telescopio TMT (Thirty Meter Telescope) en el volcán Mauna Kea en Hawai han provocado que la isla canaria de La Palma vuelva a aparecer como sede alternativa. Así se desprende de la respuesta de los responsables d,REAL
179," Las redes sociales difieren sobre la interpretación que hace la administración foral de la letra de algunos temas musicales «Le pido a la luna que alumbre tu vida, que la mía ya hace tiempo que ya está encendida. Que lo que me cuesta querer sólo al rato,",FAKE
180," Las tres fuerzas que integrarán el próximo Gobierno Valenciano, PSPV, Compromís y Podem-EU, avalan el nombramiento de Enric Morera como presidente de las Cortes Valencianas. Así lo ha anunciado el presidente Ximo Puig tras la primera reunión que ha mante",REAL
181, Las tres Iglesias que administran la Basílica del Santo Sepulcro en Jerusalén acuerdan su restauración ,REAL
182," Le sigo. Es patético. Puede que hayan creado""un algoritmo con el término vox""para cerrar cuentas a quiénes les siguen o apoyan..Algunos no se dan cuenta que el ""enemigo de España""NO es vox..sino los grandes lodazales institucionales existentes...y ahora,",FAKE
183," Lewis Hamilton, tras el triunfo del domingo en Hungaroring calificó el comienzo de temporada de Mercedes como ""el mejor"" que habían tenido como equipo. Después de 12 carreras, las Flechas de Plata lideran el Mundial de Constructores con 150 puntos de mar",REAL
184," Llevan ya cinco días a la deriva y piden un puerto seguro. El barco de la ONG española Open Arms , que en estas horas se encuentra a unas 24 millas de las costas de la isla siciliana de Lampedusa, pide poder desembarcar a las 121 personas que llevan en e",REAL
185," Lo cuenta este martes OK Diario . Al Gobierno de Pedro Sánchez no le gusta la palabra 'padre'. En su lugar ha acuñado la siguiente expresión para definir al padre: "" Progenitor diferente de la madre biológica"". Así consta en el Real Decreto que el Ejecut",FAKE
186," Los Bomberos del Servicio de Emergencias del Principado de Asturias (SEPA) están centrando sus esfuerzos en evitar que el incendio registrado en la sierra de Sorella pueda alcanzar a cuatro pequeños núcleos de población del concejo de Candamo, aunque por",REAL
187," Los condenados por abusos y agresiones sexuales no podrán acceder a los ""beneficios penitenciarios, permisos de licencia, clasificación en tercer grado y al cómputo del tiempo para la libertad condicional hasta el cumplimiento efectivo de la mitad de la ",REAL
188," Los datos de desaceleración son cada vez más evidentes, por mucho que el Gobierno en funciones quiera insistir en la robustez de la economía española [ayer mismo lo volvió a hacer la ministra de Hacienda, María Jesús Montero]. En las últimas semanas hemo",REAL
189," Los españoles que aguardaron horas delante del televisor a que Neil Armstrong pisara la Luna cel 21 de julio de 1969 creían que el compatriota que más cercano estaba de semejante acontecimiento histórico era Jesús Hermida, locutor de la gesta del Apolo p",REAL
190," Los hay para quemar grasa, para perder peso, para ganar músculo, y hasta los que aseguran ayudar a mejorar la libido y el rendimiento sexual. También podemos encontrar los que favorecen ciertas funciones vitales como los diuréticos o los laxantes o los q",REAL
191," Los médicos hace mucho que dejaron de estar entre los profesionales mejor pagados. Hoy en día, un facultativo del Grupo 4 (con 22 años de carrera profesional) cobra 42.669,70 euros brutos anuales. Estos facultativos de Atención Primaria. Como ejemplo, lo",REAL
192," Los muertos por accidente de tráfico se han duplicado en lo que va de año en la región. Hasta el pasado 12 de julio, habían fallecido en las 2.500 kilómetros de carreteras de la Comunidad de Madrid 45 personas frente a las 21 víctimas mortales del mismo ",REAL
193," Los musulmanes han creado un partido político en España que se llama PRUNE (Partido de Renacimiento y Unión de Europa). Presentado el pasado mes de diciembre, tienen la intención de presentarse a las próximas elecciones municipales. En concreto, se prese",FAKE
194," Los Reyes han presidido los actos del 175 aniversario de la fundación de la Guardia Civil en el Palacio Real de Madrid, donde han desfilado más de 900 agentes. Letizia ha aparecido en la Plaza de Armas con un nuevo vestido, un diseño bicolor en blanco y ",REAL
195," Mientras la inversión publicitaria crece en el conjunto de España, cae en Cataluña. Si el mercado se fortaleció un 2% internanual en 2018, la región vio reducida la inyección que allí reciben los medios por parte de los anunciantes: un 7,3% menos que en ",REAL
196, Miles de manifestantes han participado en la marcha con pancartas bajo el lema «Primero las personas» Los sindicatos CCOO-PV y UGT-PV han reclamado en la manifestación del 1 de mayo en Valencia al próximo Gobierno de la Generalitat firmeza en la reivindi,REAL
197," No solo los 70.000 pequeños accionistas de Naturgy pueden estar satisfechos con su inversión. También el gigante del capital riesgo británico CVC y Corporación Financiera Alba, el brazo inversor de los March, y, de rebote, los bancos que les financiaron ",REAL
198," Pablo Iglesias insiste en entrar en el futuro Ejecutivo de Pedro Sánchez. De visita en Barcelona para apoyar a Ada Colau en la campaña de las municipales, el secretario general de Podemos ha prometido a los vecinos del popular distrito barcelonés de Nou ",REAL
199," Pau Gasol no jugará el Mundial de China . O al menos eso ha explicado el seleccionador nacional, Sergio Scariolo , en conversación con el Diario AS . ""Su baja es un mazazo porque es un jugador histórico y, en términos de liderazgo, mucho más. Será la pri",REAL
200," Pedro Sánchez tiene un plan maestro de cara a las elecciones que se avecinan si todo sale según lo previsto en primavera. La encargada de llevarlo a cabo es Dolores Delgado, Ministra de Justicia. Actualmente hay más de 360.000 expedientes acumulados en l",FAKE
201," Pintadas alusivas a los presos de ETA y a su liberación en el muro de una calle de Etxarri-Aranatz (Navarra). AP El juez de la Audiencia Nacional José de la Mata ha abierto una investigación, que remitirá a los juzgados de Pamplona, por supuesto delito d",REAL
202, Sabadell Consejos para alquilar una vivienda turística con garantías ,REAL
203," Salma ha conseguido justicia. Un año después de que dos hombres le quemaran el coche a la puerta de su casa, en La Meca, al oeste de Arabia Saudí, un tribunal los ha enviado a la cárcel y condenado a recibir una tanda de latigazos . Salma es Salma al Sha",REAL
204," Se buscan jóvenes aventureros que estén dispuestos a viajar alrededor del planeta para darle, precisamente, la vuelta al mundo. El propósito de esta aventura es conectar a las personas con la Agenda 2030: el compromiso acordado en 2015 por 193 países par",REAL
205," Se compone de 50 habitaciones, de las cuales 20 son dormitorios. También tiene 12 baños, una fuente y una gran piscina Penélope Cruz y Donatella Versace, nuevas enemigas íntimas Un total de 1.400 metros cuadrados frente al Lago Maggiore , en el norte de ",REAL
206," Se la traen floja que con el mandato de Carmena existan 12000 desahucios. Así es la mierda de @ahorapodemos unos putos cobardes, demagogos, manipuladores y machistas.",FAKE
207," Se llamaba Alejandro, estudiaba historia, estaba de Erasmus y había venido a su pueblo para pasar... Se llamaba Alejandro, estudiaba historia, estaba de Erasmus y había venido a su pueblo para pasar las fiestas. Sus amigos no se pueden creer que la prime",REAL
208," Seis de los 20 fallecidos en el tiroteo de este sábado en un centro comercial de El Paso (Texas) eran mexicanos. Además, otras siete personas de esta nacionalidad están heridas, según ha revelado Andrés Manuel López Obrador durante un acto este domingo e",REAL
209," Si alguien sigue la actualidad municipal y las promesas electorales en un periodo superior a los cuatro años, es muy probable que afronte el debate de los candidatos alicantinos con una sensación de déjà vu. Existen cuatro o cinco teclas comunes (a saber",REAL
210," Si hace unos días los delegados sindicales y militantes de LAB salían a las calles para mostrar su rechazo al nuevo decreto para centros de residenciales de la tercera edad, aprobado el pasado 30 de julio por el Ejecutivo de Iñigo Urkullu ; ahora ha sido",REAL
211," Si la generación del baby boom -nacida en España entre 1958 y 1975- tenía claro que donde uno empezaba a trabajar sería posiblemente donde se jubilaría, los millenials que tomaron el relevo -nacidos entre principios de los años 80 y mediados de los 90 de",REAL
212," Sr. Director: ¿Alguna vez se ha enterado alguien por los medios de comunicación, que un político, un líder o un primer ministro de una nación islámica, haya visitado Japón? ¿Ha escuchado alguna vez en las noticias, que algún dignatario de Irán, o un prín",FAKE
213," TELEFONO DE EMERGENCES DESDE MdVILES gratis PARA TODOS LOS QUE TENEMOS TELEFONO MOVIL (O SEA TODOS). ТЕ INFORMO QUE YA PUEDES AVISAR DE ACCIDENTES. HERIDOS, EMERGENCIAS EN CARRETERAS. ETC., DESDE TU MdVIL. SOLO TIENES QUE MARCAR 088. ES A NIVEL NACIONAL ",FAKE
214," Todos llevamos mucho tiempo oyendo hablar del 5G, de sus ventajas, de todo lo que va a aportar a las comunicaciones, de cómo nuestra vida va a estar (aún) más conectada Lo cierto es que el despliegue será lento, que no llegará por igual a todas las zonas",REAL
215," Tom Dumoulin había llegado a meta el día anterior con la rodilla escupiendo sangre, conducido por el resto de su equipo con si de una procesión se tratara. El holandés era un Cristo doliente portado por sus fieles costaleros, tipos cuya misión en este Gi",REAL
216," Tubos Reunidos perdió 13,3 millones de euros en el primer trimestre del 2019, lo que supone 4,7 millones de euros más que los 8,6 del primer trimestre del 2018, a pesar de lo cual la empresa ha explicado que su situación ha cambiado a mejor al haber aume",REAL
217, Túnel afectado por la rotura de una tubería de agua del Canal de Isabel II. La rotura de una tubería del Canal de Isabel II a la altura del número 385 de la avenida de Logroño ha provocado esta tarde que esté cortado el acceso a la terminal T-4 del aerop,REAL
218, Un autobús en Sevilla con la publicidad de la Junta contra la violencia de género. ALEJANDRO RUESGA La Junta de Andalucía no se plantea retirar la polémica campaña contra la violencia de género -en cuyo eslogan no se utiliza esa expresión- pese a las rei,REAL
219, Un ejemplar de lagarto gigante de El Hierro. getty Cada año los lagartos gigantes de El Hierro del Centro de Recuperación son sometidos a un chequeo sanitario a fin de estudiar posibles enfermedades y controlar su estado antes de su puesta en libertad. E,REAL
220," Un escalofriante reportaje de El Mundo pone cifras aun fenómeno repugnante de agresiones sexuales en grupo, con un dato sobre el origen que suscitará polémica. El dato es escalofriante: 350 han sido identificados o detenidos por violaciones y agresiones ",FAKE
221," Un fallo en el sistema de facturación de la compañía británica British Airways este miércoles ha provocado cancelaciones y retrasos en vuelos que salían de Heathrow y Londres. A través un comunicado la compañía ha admitido que están experimentando ""algun",REAL
222," Un informe del Servicio de Diagnóstico y Radiodiagnóstico del Consorcio Hospitalario Provincial de Castellón reconoce que con la asunción por parte del personal del hospital de las resonancias magnéticas, hasta 2014 contratadas con una firma privada , se",REAL
223," Un narcotraficante brasileño que trató de huir de la cárcel con un disfraz con el que pretendía hacerse pasar por su hija adolescente fue hallado muerto el martes en su celda, informó la administración penitenciaria. Clauvino da Silva, de 42 años, conoci",REAL
224," Una juez de Sabadell (Barcelona) ha prohibido a unos padres acercarse a menos de un kilómetro de su hijo, un recién nacido que dio positivo por consumo de cocaína. Tras tomar declaración a los padres, la juez les ha dejado en libertad provisional pero ha",REAL
225," Una mujer de 51 años ha muerto la mañana de este lunes arrollada por un coche cuyo conductor perdió el control e invadió la acera por la que caminaba la víctima en la avenida Victoria, entre Madrid y el municipio de Majadahonda. Según ha informado a Efe ",REAL
226," Una nueva frontera en la despenalización de las drogas se cruzó este martes en Denver, Colorado, con la aprobación en referéndum de una iniciativa popular que legaliza de facto en la ciudad la posesión y el uso de hongos alucinógenos para mayores de edad",REAL
227," Unos 500 venezolanos se han concentrado este miércoles en la Plaza de Colón de Madrid en apoyo del autoproclamado presidente interino de Venezuela, Juan Guaidó, y de la ""operación libertad"" que busca el ""fin de la usurpación"" del poder por parte de Nicol",REAL
228,‼INDIGNANTE‼ Las primeras Leyes aprobadas con la pinza PODEMOS-PSOE en el Congreso aumentan el sueldo a los presos. Ahora ganan el 46% más que un jubilado. ¡¡¡DIFUNDIDLO !!!,FAKE
229,"¡¡¡DIFÚNDELO, POR FAVOR!!!! JUBILACIÓN DE ERNEST BENACH, DE ESQUERRA REPUBLICANA DE CATALUÑA (ERO). Este cara dura antiespañol se jubila ""por la cara"" a los 51 años con una pensión de 10.000 euros/mes durante 4 años, y después de 7.000 euros/mes hasta que",FAKE
230,"¡¡¡MENSAJE MUY, MUY, MUY URGENTE E IMPORTANTE!!! ¡POR LO QUE LEEDLO ENTERO, Y REENVIARLO, POR FAVOR!, SI LO CONSIDERÁIS OPORTUNO. CREO QUE ES IMPORTANTE SU DIFUSIÓN PARA CONOCIMIENTO GENERAL. ¡¡HAN VUELTO A REALIZAR UN PUCHERAZO, TONGO, AMAÑO O MANIPULACI",FAKE
231,"¡¡¡Noticia urgente!!! Se busca al Terrorista identificado como Ra's al Ghul alias ""Abduzcan”, por estar coludido con el ataque terrorista a la catedral de Notre Dame en Paris Francia; ya las victimas de este atentado suman 52 muertos y 35 lesionados. Se p",FAKE
232,¡¡ESCÁNDALO SIN PRECEDENTES!! Un jugador del Real Madrid puede pagar los PLATOS ROTOS en un caso de tráfico de armas ,FAKE
233,¡Bomba! Otegi pide el voto para Pedro Sánchez ,FAKE
234,¡Esta buscando una forma natural de lidiar contra los problemas de tiroides de las que esta cansado? La glándula tiroides (GT) es la responsable e influye en muchos procesos metabólicos en el cuerpo. Las hormonas mas comunes producidas por la GT son la tr,FAKE
235,"¡ESTO S ESCNDALOSO! LS BNCO PONDRÁ UN CANON DE 80 EUROS ANUALES A TODOS Y CADA UNO DE LOS PENSIONISTA Ls pensiones h subido, d media, d 18 euros anuales. Ahra ls banco robará a ls pensionistas 80 € anuales x mtener una cnta bcria q es obgtoria tner ¡Es ur",FAKE
236,"¡NOTICIA DE ULTIMA HORA! MUERE PAU DONÉS, VOCALISTA DE JARABE DE PALO LUEGO DE PERDER SU LUCHA CONTRA EL CÁNCER (+DETALLES)",FAKE
237,"¡QUÉ GRANDE ERES, CRISTIANO RONALDO! Uno de los mejores Jugadores del MUNDO sigue demostrando su grandeza dentro y fuera de la cancha, CR7 contrató 3 aviones que son capaces de transportar 80,000 litros para apoyar a controlar el incendiado que está destr",FAKE
238,¡QUE HORROR! Estos son los libros que el Ministerio de Educación estaría haciendo circular en las Escuelas Públicas. Una verdadera apología a la homosexualidad.,FAKE
239,"¡Si los bancos son listos, seamos nosotros más! Si estás en peligro de perder tu piso por no pagar hipoteca, hay una solución totalmente legal: Alquila el piso a algún familiar (que no aparezca en la hipoteca) por un precio simbólico de 1€ o 5€ al mes dur",FAKE
240,¡VOX presenta en el Congreso en su primer mes más iniciativas que el resto de partidos juntos! En este hilo explicamos lo que ha conseguido la EspañaViva con su voto,FAKE
241,"¿Dónde están los españoles?. Esto es lo que se preguntan en el colegio público de Infantil y Primaria de San Cristóbal de Lorca, donde solamente tres alumnos hablan español, mientras que el resto lo hacen en árabe dialectal marroquí. Antonia Pérez, direct",FAKE
242,¿Dónde van a parar las viviendas que pierden los herederos por no poder pagar el Impuesto de Sucesiones? Miles de ciudadanos españoles se ven obligados a renunciar a su herencia debido al alto el Impuesto de Sucesiones que existe en comunidades como en Ar,FAKE
243,"¿Llamas mínimo error a más de 40.000 votos nulos en sólo Valencia? ¿Más votos que personas en localidades? Una gran irregularidad y que casualmente la empresa de Soros pasara este año a revisar los votos, fraudes de votos grabados en Correos, muertos vota",FAKE
244,"¿Nos lo acaba de enviar nuestro informático: A los correos electrónicos esta llegando una citación a interrogatorio con logo de Ministerio del Interior, con número de expediente y todo. Al igual que también está llegando un correo de la Dian, con logo de ",FAKE
245,¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?». Estas son las preguntas y las… Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarr,FAKE
246,¿PORQUE LOS INFARTOS OCURREN MÁS A MENUDO EN EL BAÑO? ESTO FUE ESCRITO POR UN PROFESOR DE MEDICINA DE LA UITM EN MALASIA QUIEN ACONSEJA QUE LA GENTE NO DEBE EMPEZAR MOJÁNDOSE LA CABEZA Y EL CABELLO CUANDO SE DUCHEN PORQUE ESTO ES UNA SECUENCIA INVERSA. ES,FAKE
247,¿Sabías esto? Que el color que aparece en el tubo de la crema dental es de vital importancia. Rojo: 90% químicos y 10% natural. Azul: 65% químicos y 35% natural. Negro: 50% químicos y 50% natural. Verde: 100% productos naturales,FAKE
248,"… y esta vez con un fraude espectacular, lo nunca visto: dando los resultados electorales ¡ANTES de hacer el recuento de votos! Porque a las 8:30 ya los empezaban a dar, felicitándose por ellos la portavoz del PSOE y ¡acababa de empezar el recuento! Dos h",FAKE
249,"‘Las redes de WIFI que se cogen en el Tribunal Supremo: A POR ELLOS. Sobran las palabras’ tuiteaba el periodista y director general de comunicación del Govern de Catalunya, Jaume Clotet.",FAKE
250,"""¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?"". Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarra.com. El consistorio goberna",FAKE
251,"""A pesar de lo que se ha escrito y dicho sobre la abdicación del Rey, pienso que no todo se sabe. Y a pesar de todo, don Juan Carlos siempre será Rey"". La opinión del Jaime Peñafiel sobre la decisión del Rey Juan Carlos de retirarse de la vida pública. ",REAL
252,"""Casado heredó la ruina y en las generales quedó a la intemperie, expuesto como un nudista en un funeral. Pasó el mes temblando, implorando la misma carambola de Andalucía. Y los dioses de Galapagar se la han concedido"" ",REAL
253,"""Cuando el pelotón asciende una montaña, que es cuando la economía va hacia abajo, si aceleramos la marcha, el pelotón se disgrega"". Con este símil ha ilustrado Octavio Granado, secretario de Estado de la Seguridad Social, su balance con respecto a la act",REAL
254,"""El requisito para llevarse la paga vitalicia de expresidente es haber sido presidente del Gobierno un (1) año y un (1) día. Pedro Sánchez tomó posesión del cargo el 1 de junio de 2018. Las elecciones serán el 28 de abril de 2019"". El gobierno se constitu",FAKE
255,"""Este medicamento no es ningún protector gástrico, el omeprazol más bien es un potente inhibidor del tan necesario ácido gástrico para la centralización de microbios y la digestión. Este antiácido puede pasar de héroe a villano en cuestión de algunos años",FAKE
256,"""La Federación Inglesa (fútbol) ya no dará champán a los ganadores de la Copa por respeto a los musulmanes""",FAKE
257,"""Los mossos independentistas tienen barra libre y a los constitucionalistas se nos persigue"" A Inma, agente de los Mossos, la han castigado por rebelarse contra la falta de neutralidad politica de la policía autonómica catalana",REAL
258,"""Pero, ¿vamos a ayudar a todo el mundo? Porque si les vamos a dar sanidad, vivienda, educación... vamos a arreglar primero el drama de los españoles"", dijo Bertín Osborne en un programa de la cadena Distrito TV. ""¿Por qué no van todos a la mansión de Pabl",FAKE
259,"""Se gastan 40€ en cada comida mientras el pueblo pasa hambre"". Sabrás tú lo que ganan o en qué lo gastan. Crees que las FCSE se forran, verdad? Tú que te llevaste casi medio ""Kilo"" de Venezuela, donde el pueblo se muere de hambre, por parir un zurullo de ",FAKE
260,"""Si eres un individuo preocupado, puedes tomar medidas para reducir tu exposición por el teléfono móvil, por ejemplo utilizando un micrófono y auriculares en lugar de sostener el móvil junto a la cabeza"", dice este investigador de sustancias cancerígenas",REAL
261,"""Su tren no ha sido incluido en los servicios mínimos"". La frase está escrita en un correo de Renfe que José Manuel Gómez y Marina Salas han recibido sobre la huelga de este miércoles por la que se han cancelado 325 trenes AVE, larga y media distancia. ""E",REAL
262,"""Uno de los espectáculos culturales de La Mercé programados por el Ayuntamiento de Barcelona fue un striptease para todos los públicos, incluidos niños"". La denuncia ha partido en Twitter desde la cuenta de Oscar Ramírez , portavoz del PP en el Consistori",REAL
263,"""Van a eliminar el personaje de Apu por completo para evitar controversia"". Efectivamente, y según ha confirmado el productor de Castlevania, Adi Shankar, Apu Nahasapeemapetilon será eliminado de Los Simpsons.Tras 30 temporadas al frente del Badulaque Apu",FAKE
264,“¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?”. Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. El consistorio gobernado por Bildu ha programado conferenc,FAKE
265,“Dueños de nuestros silencios y esclavos de nuestras palabras”. Esta frase de Mahatma Gandhi se aplicaría a la perfección a Juan Carlos Monedero al recordarle un tuit de mayo de 2011 donde deseaba “que la lucha del pueblo árabe crezca en todo el continent,FAKE
266,“Resu ototo no shokuryohin” (Hermano comestible) es el primer restaurante en el mundo que ofrece a sus clientes platillos hechos con carne humana y se encuentra en la ciudad de Tokio. Este establecimiento se ubica muy alejado de la capital de Japón pero s,FAKE
267,«¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?». Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarra.com. El consistorio gobernad,FAKE
268,"«AGENTES DE LA POLICÍA Y DE LA GUARDIA CIVIL QUE ESTÁN TRABAJANDO EN EL PROGRAMA DARE', NOS HAN REMITIDO EL SIGUIENTE COMUNICADO: SI UD. CONDUCE DE NOCHE Y VE UN VEHÍCULO QUE NO TRAIGA LAS LUCES ENCENDIDAS ¡NO LE HAGA CAMBIO DE LUCES PARA AVISARLE QUE LAS",FAKE
269,"«Enric Mas, el gran pilar del futuro de Movistar Team». Ayer, en el propio título del anuncio del fichaje del ciclista balear para las tres próximas temporadas, el único equipo español del UCI World Tour lo resumió casi todo. El pupilo de Alberto Contador",REAL
270,"«La autonomía le ha sentado a Aragón de maravilla», afirma el presidente regional y candidato socialistaEl presidente de Aragón y candidato a la reelección por el PSOE, Javier Lambán , ha reivindicado la unidad de España «como bien político superior» almi",REAL
271,"«Lo haré gratis…» afirma José Ignacio Munilla, obispo de San Sebastián. Jose Ignacio Munilla, obispo de San Sebastián, realizará exorcismos a todas aquellas feministas que quieran expulsar al demonio que llevan dentro, lo ha confirmado el propio obispo en",FAKE
272,"«Ningún menor de 21 años podrá pertenecer a cultos, religiones o sectas» así se proclamó la ley promovida por el parlamento de Islandia, donde este estándar de edad es la obligatoria para hacer vida en tales actividades, ya que no se les permite a los pad",FAKE
273,«No me gusta ver a jóvenes sin techo y cometiendo delitos» Varios jóvenes tutelados por la Generalitat hablan para ABC Seguir Esther Armora Barcelona Actualizado: 14/07/2019 01:42h Enviar noticia por correo electrónico Tu nombre *Tu correo electrónico *Su,REAL
274,"«No queremos sacrificar a Curro». Un ladrón se vio sorprendido en pleno robo por un perro y la ley ampara al ladrón por hurto menor y no al alano español, que tendrá que ser sacrificado. A las 00.30 horas de la noche la algarabía despertó a los propietari",FAKE
275,"«Pura propaganda pro-monolingüismo obligatorio», lamenta la profesora Mercè VilarrubiasLa televisión autonómica catalana TV3 emitió ayer en horario de máxima audiencia un documental centrado en analizar y alertar sobre la transmisión generacional del cata",REAL
276,"[AHORA] La patente del auto identificado como el de los atacantes de Héctor Olivares tiene multas de hoy por exceso de velocidad en La Plata, Dolores y Castelli.",FAKE
277,"*Dr. Rafael Zepeda Ramos, pediatra* Un coche estacionado a la sombra durante el día con las ventanas cerradas puede contener de 400-800 mg. de Benceno. Si está aparcado fuera bajo el sol a una temperatura superior a 16º C., el nivel de Benceno subirá a 20",FAKE
278,*MICROONDAS PROHIBIDOS EN JAPON* El gobierno japonés decidió deshacerse de todos los hornos de microondas en el país antes de finales de este año. Todos los ciudadanos y organizaciones que no cumplan con el requisito son amenazados con penas de prisión de,FAKE
279,"*OJO PENSIONISTAS !!!* Ayer se supo que el Partido Popular despidió a su informático por hacer público el pacto secreto que tienen con C,s y VOX si ganan las elecciones. En dicho documento acuerdan una bajada del 20% de las pensiones para el año 2020 y un",FAKE
280,"1 Desde La Meca hasta Bagdad, pasando por Jartum, los árabes musulmanes celebran su fiesta grande, en la que degüellan corderos y otros animales para recordar como el profeta Abraham ofreció su hijo primogénito a Dios y en la que nadie quiere renunciar a",REAL
281,"1 Las concentraciones, celebradas esta pasada noche en puntos clave de la frontera con México, Washington, Florida, Texas o Nueva York, preceden a las redadas anunciadas por Trump para deportar a cerca de 2.000 indocumentados, previstas para este domingo.",REAL
282,"1 Una 'drag queen' en el coche de su amiga camino del espectáculo. Al fondo, la Mezquita Azul, uno de los puntos de referencia más famosos de Beirut. En Líbano, el mundo de las 'reinas' se está expandiendo a un ritmo sin precedentes.2 Las 'reinas' Latiza,",REAL
